RefCode;AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen
MOJPOT76;29;E11;2;18;4;5,18;1,341581;10,11437;28,06614;0,08980237;1,44188;0,115994;0,986633
MOJPOT77;29;E11;2;18;4;5,18;1,341581;10,11437;28,06614;0,08980237;1,44188;0,115994;0,986633
MOJPOT78;29;E11;2;18;4;5,17;1,342017;10,12424;28,08084;0,08976237;1,44797;0,115053;0,986622
MOJPOT79;29;E11;2;18;4;5,17;1,342017;10,12424;28,08084;0,08976237;1,44797;0,115053;0,986622
MOJPOT80;29;E11;2;18;4;5,17;1,342017;10,12424;28,08084;0,08976237;1,44797;0,115053;0,986622
MOJPOT81;29;E11;2;18;4;5,18;1,341491;10,11234;28,06612;0,08982381;1,44245;0,115956;0,986828
MOJPOT82;29;E11;2;18;4;5,17;1,34182;10,11979;28,07961;0,08980852;1,44806;0,11555;0,986872
MOJPOT83;29;E11;2;18;4;5,19;1,341843;10,12031;28,06759;0,08976005;1,43868;0,116423;0,986184
MOJPOT84;29;E11;2;18;4;5,19;1,341843;10,12031;28,06759;0,08976005;1,43868;0,116423;0,986184
MOJPOT85;29;E11;2;18;4;5,19;1,342024;10,12442;28,07431;0,08975073;1,43996;0,115767;0,986112
MOJPOT86;29;E11;2;18;4;5,19;1,341793;10,11918;28,06589;0,08976199;1,43822;0,116304;0,986183
MOJPOT87;29;E11;2;18;4;5,18;1,341599;10,11478;28,06049;0,08978298;1,43726;0,11557;0,986032
MOJPOT88;29;E11;2;18;4;5,19;1,341866;10,12083;28,06931;0,08977611;1,43714;0,11647;0,986077
MOJPOT89;29;E11;2;18;4;5,18;1,341874;10,12101;28,06969;0,08975903;1,43674;0,115983;0,986132
MOJPOT90;29;E11;2;18;4;5,18;1,341874;10,12101;28,06969;0,08975903;1,43674;0,115983;0,986132
MOJPOT91;29;E11;2;18;4;5,16;1,341836;10,12014;28,07853;0,08980337;1,44817;0,115486;0,986694
MOJPOT92;29;E11;2;18;4;5,16;1,341849;10,12045;28,07952;0,08980531;1,44817;0,115522;0,986735
MOJPOT93;29;E11;2;18;4;5,19;1,341952;10,12278;28,06939;0,08974682;1,43866;0,116413;0,985968
MOJPOT94;29;E11;2;18;4;5,19;1,341663;10,11623;28,0594;0,08976805;1,44025;0,116875;0,986005
MOJPOT95;29;E11;2;18;4;5,19;1,341663;10,11623;28,0594;0,08976805;1,44025;0,116875;0,986005
MOJPOT96;29;E11;2;18;4;5,17;1,341487;10,11225;28,06529;0,08980698;1,44703;0,115052;0,98676
MOJPOT97;29;E11;2;18;4;5,17;1,341695;10,11695;28,07361;0,08981189;1,44596;0,115505;0,986739
MOJPOT98;29;E11;2;18;4;5,17;1,341695;10,11695;28,07361;0,08981189;1,44596;0,115505;0,986739
MOJPOT99;29;E11;2;18;4;5,19;1,341714;10,1174;28,06445;0,08977261;1,44157;0,116259;0,986235
MOKXUI;29;E11;2;18;4;5,13;1,341808;10,11952;27,8974;0,08901012;1,37402;0,109056;0,983612
MOKYAP;29;E11;2;18;4;5,11;1,34088;10,09854;27,88379;0,08917041;1,3714;0,110144;0,984401
MOKYAP01;29;E11;2;18;4;5,12;1,340381;10,08726;27,86024;0,08910723;1,37269;0,108788;0,984464
MOKYAP02;29;E11;2;18;4;5,13;1,34064;10,09311;27,87211;0,0891324;1,37251;0,109513;0,984377
MOKYAP03;29;E11;2;18;4;5,13;1,34046;10,08904;27,86374;0,08909922;1,37021;0,10913;0,984413
MOKYAP04;29;E11;2;18;4;5,14;1,340773;10,09611;27,87031;0,08903455;1,37277;0,108162;0,98438
MOKYAP05;29;E11;2;18;4;5,14;1,340859;10,09806;27,87575;0,0890528;1,37229;0,108409;0,984386
MOKYAP06;29;E11;2;18;4;5,13;1,340728;10,09509;27,87473;0,08911346;1,37366;0,109514;0,984389
MOKYAP07;29;E11;2;18;4;5,14;1,340894;10,09885;27,87871;0,08903683;1,37371;0,107584;0,984573
MOKYAP08;29;E11;2;18;4;5,15;1,340623;10,09273;27,86266;0,08897563;1,375;0,106696;0,98453
MOKYAP09;29;E11;2;18;4;5,15;1,340817;10,09711;27,87029;0,08898085;1,37591;0,107099;0,984502
MOKYAP10;29;E11;2;18;4;5,15;1,340448;10,08878;27,85341;0,0889353;1,37567;0,106049;0,984575
MOKYAP11;29;E11;2;18;4;5,15;1,340681;10,09404;27,86623;0,08895741;1,37481;0,106178;0,984716
MOKYAP12;29;E11;2;18;4;5,15;1,34022;10,08362;27,84973;0,08899069;1,37575;0,107435;0,984785
MOKYAP13;29;E11;2;18;4;5,15;1,340654;10,09343;27,86887;0,08900225;1,37453;0,108171;0,984804
MOKYAP14;29;E11;2;18;4;5,15;1,340279;10,08497;27,85369;0,08898744;1,37773;0,106452;0,984804
MOKYAP15;29;E11;2;18;4;5,15;1,340197;10,0831;27,84876;0,08897213;1,37819;0,106268;0,984808
MOKYAP16;29;E11;2;18;4;5,15;1,340088;10,08065;27,84624;0,08896095;1,37819;0,10582;0,9849
MOKYAP17;29;E11;2;18;4;5,16;1,339956;10,07767;27,84041;0,08895111;1,3782;0,10553;0,984851
MOKYAP18;29;E11;2;18;4;5,15;1,339975;10,07809;27,84104;0,08896078;1,37828;0,105668;0,984817
MOKYAP19;29;E11;2;18;4;5,17;1,344328;10,17664;28,03164;0,08947155;1,41316;0,120712;0,983975
MOKYAP20;29;E11;2;18;4;5,17;1,344328;10,17664;28,03164;0,08947155;1,41316;0,120712;0,983975
MOKYAP21;29;E11;2;18;4;5,15;1,343916;10,16729;28,01522;0,08947681;1,39873;0,119822;0,983754
MOKYAP22;29;E11;2;18;4;5,16;1,344097;10,17138;28,0209;0,08944781;1,40639;0,119063;0,9838
MOKYAP23;29;E11;2;18;4;5,17;1,34399;10,16897;28,01173;0,08944238;1,41033;0,12041;0,983406
MOKYAP24;29;E11;2;18;4;5,19;1,342005;10,12398;27,94115;0,08933235;1,42105;0,115312;0,984504
MOKYAP25;29;E11;2;18;4;5,19;1,342057;10,12516;27,943;0,0893302;1,42097;0,11538;0,984498
MOKYAP26;29;E11;2;18;4;5,17;1,3447;10,18508;28,03942;0,08942552;1,40249;0,119873;0,983467
MOKYAP27;29;E11;2;18;4;5,16;1,343769;10,16395;28,00694;0,08947801;1,39304;0,120955;0,983339
MOKYAP28;29;E11;2;18;4;5,18;1,343303;10,15337;27,98266;0,0893191;1,40601;0,116533;0,983739
MOKYAP29;29;E11;2;18;4;5,17;1,342777;10,14145;27,96474;0,08935383;1,40433;0,116861;0,983773
MOKYAP30;29;E11;2;18;4;5,17;1,342777;10,14145;27,96474;0,08935383;1,40433;0,116861;0,983773
MOKYAP31;29;E11;2;18;4;5,18;1,342355;10,13189;27,94683;0,08932576;1,40238;0,115253;0,983738
MOKYAP32;29;E11;2;18;4;5,16;1,343709;10,16258;28,00535;0,08945228;1,39641;0,119791;0,983379
MOKYAP33;29;E11;2;18;4;5,18;1,343338;10,15418;27,98543;0,08935062;1,41725;0,116306;0,983662
MOKYAP34;29;E11;2;18;4;5,18;1,343753;10,1636;28,01987;0,08952013;1,41322;0,119886;0,984023
MOKYAP35;29;E11;2;18;4;5,18;1,343922;10,16743;28,02592;0,08951785;1,41158;0,120114;0,983987
MOKYAP36;29;E11;2;18;4;5,18;1,344329;10,17665;28,02774;0,08942929;1,40453;0,11979;0,983354
MOKYAP37;29;E11;2;18;4;5,18;1,343841;10,16558;28,02603;0,08952689;1,41295;0,119453;0,983962
MOKYAP38;29;E11;2;18;4;5,18;1,343893;10,16676;28,02788;0,08952465;1,41286;0,119519;0,983955
MOKYAP39;29;E11;2;18;4;5,19;1,344267;10,17525;28,01936;0,08936622;1,40995;0,120125;0,983453
MOKYAP40;29;E11;2;18;4;5,2;1,342233;10,12913;27,95351;0,08932122;1,41762;0,115694;0,984648
MOKYAP41;29;E11;2;18;4;5,2;1,342233;10,12913;27,95351;0,08932122;1,41762;0,115694;0,984648
MOKYAP42;29;E11;2;18;4;5,2;1,342233;10,12913;27,95351;0,08932122;1,41762;0,115694;0,984648
MOKYAP43;29;E11;2;18;4;5,19;1,344118;10,17187;28,04051;0,08958134;1,40371;0,122401;0,983762
MOKYAP44;29;E11;2;18;4;5,19;1,342414;10,13325;27,95542;0,08935703;1,40527;0,117541;0,983901
MOKYAP45;29;E11;2;18;4;5,2;1,34257;10,13677;27,97832;0,08942279;1,4151;0,11684;0,984473
MOKYAP46;29;E11;2;18;4;5,2;1,342675;10,13913;27,98258;0,08941816;1,41817;0,116711;0,984545
MOKYAP47;29;E11;2;18;4;5,2;1,342488;10,1349;27,97494;0,08944121;1,41462;0,117167;0,984381
MOKYAP48;29;E11;2;18;4;5,2;1,343536;10,15865;27,99994;0,08936616;1,40813;0,118666;0,983761
MOKYAP49;29;E11;2;18;4;5,21;1,343154;10,15001;27,98444;0,08931786;1,41038;0,117455;0,983871
MOKYAP50;29;E11;2;18;4;5,21;1,343217;10,15144;27,98668;0,08932383;1,40984;0,11761;0,98383
MOKYAP51;29;E11;2;18;4;5,21;1,34312;10,14922;27,98458;0,08932832;1,40938;0,117398;0,983895
MOKYAP52;29;E11;2;18;4;5,21;1,3428;10,14197;27,97923;0,08936043;1,4107;0,117524;0,984184
MOKYAP53;29;E11;2;18;4;5,19;1,341607;10,11497;27,94259;0,08928073;1,42873;0,112585;0,985145
MOKYAP54;29;E11;2;18;4;5,19;1,341627;10,11543;27,94339;0,08928079;1,42863;0,11262;0,985143
MOKYAP55;29;E11;2;18;4;5,19;1,342922;10,14474;28,02859;0,08966189;1,41907;0,120655;0,984964
MOKYAP56;29;E11;2;18;4;5,19;1,341655;10,11607;27,97536;0,0894385;1,42413;0,114429;0,985792
MOKYAP57;29;E11;2;18;4;5,18;1,342493;10,13501;27,99319;0,08949894;1,41944;0,117246;0,98472
MOKYAP58;29;E11;2;18;4;5,18;1,342481;10,13474;27,99308;0,08950378;1,41889;0,117214;0,984683
MOKYAP59;29;E11;2;18;4;5,19;1,342456;10,13419;27,99169;0,08950157;1,41889;0,117145;0,984669
MOKYAP60;29;E11;2;18;4;5,19;1,343035;10,14729;28,04277;0,08973721;1,41092;0,12124;0,984891
MOKYAP61;29;E11;2;18;4;5,19;1,34251;10,1354;28,02572;0,08970948;1,3956;0,120425;0,984885
MOKYAP62;29;E11;2;18;4;5,19;1,342486;10,13487;27,99491;0,08942842;1,42428;0,115433;0,984933
MOKYAP63;29;E11;2;18;4;5,18;1,341231;10,10647;27,95674;0,08937149;1,42312;0,112821;0,985675
MOKYAP64;29;E11;2;18;4;5,18;1,341231;10,10647;27,95674;0,08937149;1,42312;0,112821;0,985675
MOKYAP65;29;E11;2;18;4;5,14;1,342199;10,12837;27,913;0,08900478;1,37317;0,109665;0,9836
MOKYAP66;29;E11;2;18;4;5,18;1,341231;10,10647;27,95674;0,08937149;1,42312;0,112821;0,985675
MOKYAP67;29;E11;2;18;4;5,18;1,341231;10,10647;27,95674;0,08937149;1,42312;0,112821;0,985675
MOKYAP68;29;E11;2;18;4;5,18;1,341162;10,1049;27,95281;0,08937829;1,42315;0,112663;0,985306
MOKYAP69;29;E11;2;18;4;5,18;1,341162;10,1049;27,95281;0,08937829;1,42315;0,112663;0,985306
MOKYAP70;29;E11;2;18;4;5,17;1,341233;10,10651;28,00438;0,08965635;1,42748;0,116185;0,98615
MOKYAP71;29;E11;2;18;4;5,17;1,341233;10,10651;28,00438;0,08965635;1,42748;0,116185;0,98615
MOKYAP72;29;E11;2;18;4;5,17;1,341233;10,10651;28,00438;0,08965635;1,42748;0,116185;0,98615
MOKYAP73;29;E11;2;18;4;5,17;1,341878;10,1211;28,02136;0,08967107;1,42284;0,117518;0,985657
MOKYAP74;29;E11;2;18;4;5,17;1,341593;10,11466;28,02203;0,08961685;1,42077;0,115567;0,986257
MOKYAP75;29;E11;2;18;4;5,18;1,341828;10,11996;28,03051;0,08960618;1,4225;0,115026;0,986187
MOKYAP76;29;E11;2;18;4;5,19;1,33748;10,02192;27,80716;0,08906467;1,42582;0,100961;0,985632
MOKYAP77;29;E11;2;18;4;5,15;1,342986;10,14619;28,11499;0,0900263;1,42905;0,122588;0,986131
MOKYAP78;29;E11;2;18;4;5,15;1,342986;10,14619;28,11499;0,0900263;1,42905;0,122588;0,986131
MOKYAP79;29;E11;2;18;4;5,18;1,342092;10,12595;28,06222;0,08978152;1,42098;0,117535;0,985632
MOKYAP80;29;E11;2;18;4;5,16;1,341809;10,11954;28,0407;0,08967579;1,42651;0,115209;0,985752
MOKYAP81;29;E11;2;18;4;5,17;1,339754;10,07311;27,95428;0,08950583;1,42269;0,110284;0,986004
MOKYAP82;29;E11;2;18;4;5,17;1,339754;10,07311;27,95428;0,08950583;1,42269;0,110284;0,986004
MOKYAP83;29;E11;2;18;4;5,17;1,343187;10,15074;28,11728;0,08999439;1,41911;0,122018;0,985468
MOKYAP84;29;E11;2;18;4;5,17;1,341058;10,10256;28,02407;0,08976962;1,42112;0,116111;0,985675
MOKYAP85;29;E11;2;18;4;5,17;1,342312;10,13093;28,08859;0,08989805;1,41353;0,118622;0,985551
MOKYAP86;29;E11;2;18;4;5,17;1,342034;10,12462;28,07961;0,08992131;1,4146;0,119063;0,985632
MOKYAP87;29;E11;2;18;4;5,17;1,342032;10,12459;28,07952;0,08992105;1,4146;0,119056;0,985623
MOKYAP88;29;E11;2;18;4;5,16;1,340333;10,08617;27,99113;0,08954975;1,43559;0,109777;0,986279
MOKYAP89;29;E11;2;18;4;5,18;1,340303;10,0855;27,98489;0,0895355;1,4233;0,111237;0,985874
MOKYAP90;29;E11;2;18;4;5,18;1,340324;10,08597;27,98611;0,08953781;1,4233;0,111295;0,985857
MOKYAP91;29;E11;2;18;4;5,16;1,342092;10,12594;28,08328;0,08978849;1,42911;0,115901;0,986153
MOKYAP92;29;E11;2;18;4;5,15;1,341642;10,11576;28,0678;0,08980572;1,43397;0,115653;0,986222
MOKYAP93;29;E11;2;18;4;5,15;1,341696;10,11698;28,06631;0,08978742;1,43388;0,115045;0,985984
MOKYAP94;29;E11;2;18;4;5,15;1,341696;10,11698;28,06631;0,08978742;1,43388;0,115045;0,985984
MOKYAP95;29;E11;2;18;4;5,15;1,341897;10,12152;28,07957;0,08979973;1,43742;0,114724;0,986264
MOKYAP96;29;E11;2;18;4;5,18;1,341664;10,11626;28,06049;0,08977756;1,42929;0,116754;0,985934
MOKYAP97;29;E11;2;18;4;5,18;1,341757;10,11836;28,0659;0,0897774;1,4282;0,116554;0,986075
MOKYAP98;29;E11;2;18;4;5,18;1,341768;10,11861;28,06651;0,0897786;1,4282;0,116584;0,986066
MOKYAP99;29;E11;2;18;4;5,17;1,341569;10,1141;28,05913;0,08978695;1,42684;0,116381;0,985955
MOLLAD;29;E11;2;18;4;5,21;1,343663;10,16154;27,92188;0,08878938;1,33308;0,117526;0,983599
MOLLAD01;29;E11;2;18;4;5,21;1,341847;10,12041;27,85675;0,08878719;1,33555;0,114671;0,984256
MOLLAD02;29;E11;2;18;4;5,21;1,342805;10,14208;27,89161;0,08878211;1,33549;0,116236;0,983798
MOLLAD03;29;E11;2;18;4;5,21;1,343911;10,16717;27,93325;0,08879628;1,33773;0,116489;0,983609
MOLLAD04;29;E11;2;18;4;5,21;1,342057;10,12514;27,86566;0,08878989;1,34002;0,114499;0,983984
MOLLAD05;29;E11;2;18;4;5,21;1,343243;10,15201;27,90518;0,08876933;1,34206;0,116228;0,98347
MOLLAD06;29;E11;2;18;4;5,23;1,343946;10,16796;27,93411;0,08876666;1,33883;0,116079;0,983529
MOLLAD07;29;E11;2;18;4;5,22;1,343795;10,16454;27,9273;0,08879195;1,33885;0,116748;0,983222
MOLLAD08;29;E11;2;18;4;5,19;1,341094;10,10338;27,8313;0,08880129;1,34512;0,113287;0,984169
MOLLAD09;29;E11;2;18;4;5,2;1,34179;10,11911;27,85644;0,08879362;1,34456;0,114138;0,983829
MOLLAD10;29;E11;2;18;4;5,18;1,341693;10,11692;27,86276;0,08888778;1,343;0,115052;0,984103
MOLLAD11;29;E11;2;18;4;5,18;1,341678;10,11657;27,86219;0,08887763;1,34334;0,11504;0,98408
MOLLAD12;29;E11;2;18;4;5,19;1,342619;10,13787;27,89351;0,08887248;1,33946;0,115918;0,98349
MOLLAD13;29;E11;2;18;4;5,19;1,343219;10,15147;27,91427;0,08886154;1,34179;0,116717;0,983415
MOLLAD14;29;E11;2;18;4;5,19;1,342914;10,14456;27,90117;0,08884415;1,33667;0,116137;0,983083
MOLLAD15;29;E11;2;18;4;5,17;1,341251;10,10692;27,84114;0,08883499;1,34321;0,11336;0,984019
MOLLAD16;29;E11;2;18;4;5,18;1,341875;10,12102;27,86678;0,08886771;1,34328;0,114926;0,983847
MOLLAD17;29;E11;2;18;4;5,19;1,343102;10,14882;27,90901;0,08882892;1,34488;0,115162;0,983426
MOLLAD18;29;E11;2;18;4;5,18;1,343271;10,15266;27,91638;0,0888274;1,33969;0,114864;0,983332
MOLLAD19;29;E11;2;18;4;5,18;1,342839;10,14286;27,89709;0,08882467;1,34359;0,114576;0,983144
MOLLAD20;29;E11;2;18;4;5,18;1,343014;10,14683;27,90721;0,08885927;1,34215;0,115261;0,982978
MOLLAD21;29;E11;2;18;4;5,18;1,343007;10,14667;27,90658;0,08885913;1,34213;0,11526;0,982977
MOLLAD22;29;E11;2;18;4;5,16;1,341992;10,12367;27,87394;0,0888859;1,34284;0,113968;0,983348
MOLLAD23;29;E11;2;18;4;5,16;1,341637;10,11565;27,86145;0,0889086;1,34179;0,113672;0,983337
MOLLAD24;29;E11;2;18;4;5,14;1,341319;10,10847;27,85821;0,08899777;1,33856;0,114725;0,983297
MOLLAD25;29;E11;2;18;4;5,14;1,341696;10,11698;27,87117;0,08897316;1,33724;0,114389;0,983259
MOLLAD26;29;E11;2;18;4;5,13;1,340835;10,09752;27,84193;0,08898968;1,33512;0,113574;0,983471
MOLLAD27;29;E11;2;18;4;5,13;1,341309;10,10822;27,85967;0,08898706;1,33706;0,113499;0,983394
MOLLAD28;29;E11;2;18;4;5,13;1,341112;10,10379;27,85307;0,08897997;1,33657;0,113091;0,983403
MOLLAD29;29;E11;2;18;4;5,13;1,34134;10,10894;27,8629;0,08900256;1,33701;0,113809;0,98332
MOLLAD30;29;E11;2;18;4;5,13;1,341679;10,1166;27,87534;0,08898071;1,3352;0,113476;0,983275
MOLLAD31;29;E11;2;18;4;5,13;1,34193;10,12228;27,88323;0,0889646;1,33725;0,113065;0,98317
MOLLAD32;29;E11;2;18;4;5,13;1,341587;10,11452;27,87014;0,08895882;1,33815;0,112375;0,983194
MOLLAD33;29;E11;2;18;4;5,13;1,341934;10,12236;27,88422;0,08898343;1,34225;0,113175;0,983104
MOLLAD34;29;E11;2;18;4;5,13;1,341926;10,12219;27,8837;0,08898143;1,33951;0,113416;0,983063
MOLLAD35;29;E11;2;18;4;5,13;1,341454;10,11151;27,86728;0,08900073;1,34452;0,113341;0,983094
MOLLAD36;29;E11;2;18;4;5,13;1,342623;10,13797;27,91259;0,08900999;1,34639;0,113964;0,982881
MOLLAD37;29;E11;2;18;4;5,14;1,342737;10,14056;27,91372;0,08900185;1,34706;0,114626;0,982679
MOLLAD38;29;E11;2;18;4;5,14;1,342451;10,13408;27,90325;0,08898714;1,34728;0,113585;0,982816
MOLLAD39;29;E11;2;18;4;5,14;1,342312;10,13091;27,89683;0,08896754;1,34782;0,113157;0,982866
MOLLAD40;29;E11;2;18;4;5,13;1,3418;10,11934;27,8769;0,08896554;1,34835;0,112286;0,982864
MOLLAD41;29;E11;2;18;4;5,14;1,342267;10,12991;27,8988;0,08900866;1,34935;0,113475;0,982853
MOLLAD42;29;E11;2;18;4;5,13;1,341977;10,12333;27,89069;0,0890162;1,34915;0,113223;0,983034
MOLLAD43;29;E11;2;18;4;5,13;1,34198;10,1234;27,88929;0,08899764;1,35304;0,112298;0,983017
MOLLAD44;29;E11;2;18;4;5,13;1,34207;10,12545;27,89396;0,08900949;1,35268;0,112594;0,982994
MOLLAD45;29;E11;2;18;4;5,13;1,341896;10,12151;27,89016;0,0889986;1,35448;0,111643;0,983231
MOLLAD46;29;E11;2;18;4;5,13;1,342019;10,12429;27,89561;0,0890254;1,3551;0,112298;0,98312
MOLLAD47;29;E11;2;18;4;5,13;1,341969;10,12315;27,89301;0,08901085;1,35666;0,112011;0,98315
MOLLAD48;29;E11;2;18;4;5,13;1,342045;10,12488;27,89531;0,08900421;1,35757;0,112145;0,983146
MOLLAD49;29;E11;2;18;4;5,13;1,341869;10,12091;27,88644;0,08897943;1,35811;0,111649;0,983151
MOLLAD50;29;E11;2;18;4;5,13;1,342391;10,13272;27,90826;0,08900584;1,35945;0,111824;0,983011
MOLLAD51;29;E11;2;18;4;5,13;1,342284;10,13029;27,90814;0,08901276;1,36029;0,111186;0,983221
MOLLAD52;29;E11;2;18;4;5,13;1,342479;10,13469;27,9168;0,08904008;1,36139;0,111909;0,983145
MOLLAD53;29;E11;2;18;4;5,13;1,342526;10,13577;27,91536;0,08900632;1,36114;0,111689;0,983082
MOLLAD54;29;E11;2;18;4;5,13;1,342099;10,1261;27,89892;0,08899276;1,36294;0,110904;0,983212
MOLLAD55;29;E11;2;18;4;5,13;1,342035;10,12466;27,89849;0,08902988;1,36665;0,111033;0,98308
MOLLAD56;29;E11;2;18;4;5,13;1,342805;10,14209;27,92985;0,08903652;1,36773;0,111725;0,983091
MOLLAD57;29;E11;2;18;4;5,13;1,342352;10,13184;27,91295;0,08901979;1,36752;0,110646;0,983224
MOLLAD58;29;E11;2;18;4;5,13;1,34245;10,13406;27,92012;0,089032;1,36663;0,110416;0,983333
MOLLAD59;29;E11;2;18;4;5,13;1,342604;10,13754;27,92562;0,089033;1,36866;0,110822;0,98331
MOLLAD60;29;E11;2;18;4;5,13;1,342372;10,13228;27,91615;0,08902206;1,37082;0,110337;0,983336
MOLLAD61;29;E11;2;18;4;5,13;1,342449;10,13403;27,91859;0,08900822;1,37132;0,110282;0,98335
MOLLAD62;29;E11;2;18;4;5,13;1,342236;10,1292;27,90932;0,08899954;1,37094;0,109772;0,98335
MOLLAD63;29;E11;2;18;4;5,13;1,342376;10,13237;27,91595;0,08902095;1,37149;0,110305;0,983299
MOLLAD64;29;E11;2;18;4;5,14;1,342641;10,13837;27,92483;0,08900325;1,37524;0,110353;0,983312
MOLLAD65;29;E11;2;18;4;5,13;1,342466;10,13441;27,92262;0,08904501;1,37562;0,110745;0,983445
MOLLAD66;29;E11;2;18;4;5,13;1,342314;10,13098;27,91738;0,08902558;1,37141;0,11044;0,983513
MOLLAD67;29;E11;2;18;4;5,13;1,342103;10,12619;27,90923;0,08903729;1,3732;0,110251;0,983475
MOMBEY;29;E11;2;18;4;5,13;1,350274;10,31227;28,2268;0,08921118;1,30657;0,128013;0,985076
MOMBEY01;29;E11;2;18;4;5,12;1,350592;10,31956;28,23662;0,0892182;1,30873;0,128578;0,985025
MOMBEY02;29;E11;2;18;5;5,13;1,350847;10,32541;28,24341;0,08922028;6,42894;0,13004;0,984921
MOMBEY03;29;E11;2;18;5;5,13;1,349018;10,28352;28,1946;0,08938705;6,3866;0,129682;0,985914
MOMBEY04;29;E11;2;18;5;5,13;1,349478;10,29405;28,20919;0,08936046;6,39436;0,129561;0,985832
MOMBEY05;29;E11;2;18;5;5,13;1,349713;10,29943;28,21045;0,08935802;6,39584;0,130432;0,98546
MOMBEY06;29;E11;2;18;5;5,12;1,349951;10,30487;28,21819;0,08935065;6,40018;0,130612;0,985442
MOMBEY07;29;E11;2;18;5;5,12;1,349968;10,30527;28,21255;0,08934164;6,40044;0,13103;0,985245
MOMBEY08;29;E11;2;18;5;5,12;1,35032;10,31334;28,2225;0,08931994;6,40681;0,130918;0,985129
MOMBEY09;29;E11;2;18;5;5,12;1,348753;10,27747;28,16733;0,08939159;6,37602;0,130335;0,985898
MOMBEY10;29;E11;2;18;5;5,13;1,348352;10,26831;28,15597;0,0894534;6,35925;0,131166;0,986171
MOMBEY11;29;E11;2;18;5;5,13;1,349051;10,28427;28,17706;0,08941392;6,37803;0,131593;0,985847
MOMBEY12;29;E11;2;18;5;5,13;1,349514;10,29486;28,19296;0,08939491;6,38506;0,13159;0,985721
MOMBEY13;29;E11;2;18;5;5,14;1,346884;10,2348;28,09701;0,08936597;6,35629;0,128125;0,986077
MOMBEY14;29;E11;2;18;5;5,14;1,347987;10,25996;28,13524;0,08934376;6,37056;0,129394;0,985784
MOMBEY15;29;E11;2;18;5;5,14;1,348477;10,27116;28,14713;0,0893116;6,37854;0,130194;0,985666
MOMBEY16;29;E11;2;18;5;5,15;1,347056;10,23871;28,09883;0,08933362;6,35857;0,128535;0,986144
MOMBEY17;29;E11;2;18;5;5,15;1,348077;10,26202;28,13254;0,0892811;6,38253;0,128164;0,98593
MOMBEY18;29;E11;2;18;5;5,15;1,348236;10,26565;28,12817;0,08922357;6,39018;0,128125;0,985469
MOMBEY19;29;E11;2;18;5;5,15;1,348142;10,26351;28,12524;0,08921704;6,39008;0,127916;0,985453
MOMBEY20;29;E11;2;18;5;5,16;1,346291;10,22128;28,06354;0,08924654;6,36336;0,12629;0,985859
MOMBEY21;29;E11;2;18;5;5,16;1,346375;10,2232;28,06299;0,08922211;6,36569;0,126357;0,985747
MOMBEY22;29;E11;2;18;5;5,17;1,347682;10,25299;28,1066;0,08917218;6,39185;0,126717;0,985441
MOMBEY23;29;E11;2;18;5;5,16;1,347659;10,25248;28,10287;0,08917814;6,38986;0,127017;0,985303
MOMBEY24;29;E11;2;18;5;5,17;1,3455;10,20327;28,03067;0,0891598;6,36402;0,124079;0,986111
MOMBEY25;29;E11;2;18;5;5,18;1,346052;10,21585;28,04913;0,08916672;6,3754;0,124878;0,985794
MOMBEY26;29;E11;2;18;5;5,17;1,346451;10,22493;28,06168;0,08915646;6,37876;0,125343;0,985496
MOMBEY27;29;E11;2;18;5;5,18;1,345378;10,2005;28,02866;0,08921101;6,36374;0,124483;0,985796
MOMBEY28;29;E11;2;18;5;5,19;1,345364;10,20019;28,02412;0,08913533;6,37128;0,123752;0,985539
MOMBEY29;29;E11;2;18;5;5,19;1,346482;10,22563;28,06119;0,08908642;6,39325;0,123989;0,985201
MOMBEY30;29;E11;2;18;5;5,19;1,344878;10,18912;28,00232;0,0890899;6,37502;0,122751;0,98531
MOMBEY31;29;E11;2;18;5;5,19;1,345724;10,20837;28,03193;0,08908222;6,38482;0,123933;0,984963
MOMBEY32;29;E11;2;18;5;5,19;1,346266;10,22071;28,04682;0,08904369;6,39572;0,123841;0,984758
MOMBEY33;29;E11;2;18;5;5,2;1,344864;10,18881;27,9997;0,08908033;6,37988;0,122066;0,985255
MOMBEY34;29;E11;2;18;5;5,19;1,343281;10,15288;27,93709;0,08904;6,36274;0,120836;0,985144
MOMBEY35;29;E11;2;18;5;5,19;1,344642;10,18378;27,98814;0,08904102;6,38285;0,121816;0,984892
MOMBEY36;29;E11;2;18;5;5,2;1,344245;10,17476;27,97655;0,08904802;6,37274;0,121539;0,985001
MOMBEY37;29;E11;2;18;5;5,19;1,342939;10,14514;27,92745;0,08905083;6,35917;0,120116;0,985186
MOMBEY38;29;E11;2;18;5;5,2;1,344051;10,17036;27,96622;0,08900186;6,38114;0,120184;0,984913
MOMBEY39;29;E11;2;18;5;5,2;1,344911;10,18988;27,99213;0,08897446;6,393;0,121483;0,98442
MOMBEY40;29;E11;2;18;5;5,2;1,344145;10,17249;27,96646;0,08899091;6,38233;0,12049;0,984629
MOMBEY41;29;E11;2;18;5;5,19;1,344341;10,17693;27,96775;0,08898158;6,38571;0,1214;0,984274
MOMBEY42;29;E11;2;18;5;5,2;1,343183;10,15067;27,92824;0,08899158;6,36609;0,119917;0,984889
